swing_state,pct
Pennsylvania,43.88562156804156
Pennsylvania,53.20632731277022
Pennsylvania,48.731472459526906
Pennsylvania,54.22180073093654
Pennsylvania,50.650305093595975
Pennsylvania,56.76406747704582
Pennsylvania,52.273550467496214
Pennsylvania,45.647923001537045
Pennsylvania,50.41097512769443
Pennsylvania,54.1122972643549
Pennsylvania,49.9261605447437
Pennsylvania,51.684482865563936
Pennsylvania,45.22136638922159
Pennsylvania,48.40562269712752
Pennsylvania,55.2547310309176
Pennsylvania,50.87758624973491
Pennsylvania,53.66868668248557
Pennsylvania,51.52472910136072
Pennsylvania,44.57441899285914
Pennsylvania,45.03544102932539
Pennsylvania,53.23919628089049
Pennsylvania,45.64693246852823
Pennsylvania,51.490210193219156
Pennsylvania,50.71568023941995
Pennsylvania,40.96421066207839
Pennsylvania,57.1706872305999
Pennsylvania,49.09557577096748
Pennsylvania,49.15648225544974
Pennsylvania,53.332395187751644
Pennsylvania,54.73242897964315
Pennsylvania,52.15365570274378
Pennsylvania,52.92399064158706
Pennsylvania,47.420403709220096
Pennsylvania,53.24988999019211
Pennsylvania,52.68440417052959
Pennsylvania,49.44089101647168
Pennsylvania,46.93224383532938
Pennsylvania,52.531669836673316
Pennsylvania,50.63867901347359
Pennsylvania,47.40990126358063
Pennsylvania,44.27620765192109
Pennsylvania,46.160208546504485
Pennsylvania,48.27451838553392
Pennsylvania,49.38126066476354
Pennsylvania,46.93220263045726
Pennsylvania,59.79006865787956
Pennsylvania,46.52222959098461
Pennsylvania,48.737822955333485
Pennsylvania,57.00790126649102
Pennsylvania,49.469281466982856
Pennsylvania,54.55712651482295
Pennsylvania,51.888928750781986
Pennsylvania,49.412136523917965
Pennsylvania,47.110805083610245
Pennsylvania,59.73810012542457
Pennsylvania,55.352905154932344
Pennsylvania,54.96609514084815
Pennsylvania,57.92940086583121
Pennsylvania,53.987977590252584
Pennsylvania,53.096873962773635
Pennsylvania,39.78162496665307
Pennsylvania,45.884544686622895
Pennsylvania,53.81574894723623
Pennsylvania,56.54744806401013
Pennsylvania,45.285878580477096
Pennsylvania,35.015849564343554
Pennsylvania,35.22757989592361
Pennsylvania,46.56836209661085
Pennsylvania,40.26238782351946
Pennsylvania,50.32886001345987
Pennsylvania,52.008821983310504
Pennsylvania,45.52102567656573
Pennsylvania,52.56609908945866
Pennsylvania,34.77308272811962
Pennsylvania,52.16622273076736
Pennsylvania,42.83617520640404
Pennsylvania,49.99099630114485
Pennsylvania,41.094485525270336
Pennsylvania,40.90314743586266
Pennsylvania,54.58675019453232
Pennsylvania,42.61202139684269
Pennsylvania,54.09919471582181
Pennsylvania,51.56066727537931
Pennsylvania,43.41291617680946
Pennsylvania,43.057775435214914
Pennsylvania,55.45115423093351
Pennsylvania,44.70114704417486
Pennsylvania,54.1501850599136
Pennsylvania,56.72768177262417
Pennsylvania,53.13486933254187
Pennsylvania,47.494331233145445
Pennsylvania,43.20763816038915
Pennsylvania,51.87247539441964
Pennsylvania,56.149917191921176
Pennsylvania,53.1760132378553
Pennsylvania,54.67714429692403
Pennsylvania,51.182654733267974
Pennsylvania,50.626815093587425
Pennsylvania,52.48882883883516
Pennsylvania,56.222286078943846
Pennsylvania,46.423377258310246
Pennsylvania,55.930590226915996
Pennsylvania,53.416947382806164
Pennsylvania,57.24357886123444
Pennsylvania,48.58343315435818
Pennsylvania,60.11849442878776
Pennsylvania,60.850473835756205
Pennsylvania,58.94597687279171
Pennsylvania,37.39671243048581
Pennsylvania,43.57073366944437
Pennsylvania,53.53100972654149
Pennsylvania,48.52000284899488
Pennsylvania,52.04316319114709
Pennsylvania,45.904423724000544
Pennsylvania,46.763540694982666
Pennsylvania,44.263720576512775
Pennsylvania,52.06262614130137
Pennsylvania,56.02007345949471
Pennsylvania,51.4345624281623
Pennsylvania,51.39343522750558
Pennsylvania,53.94702740015076
Pennsylvania,52.08941502417171
Pennsylvania,60.96090304968564
Pennsylvania,47.90966966802083
Pennsylvania,57.61990522104762
Pennsylvania,56.278049711042854
Pennsylvania,47.840193605035665
Pennsylvania,48.593211313312004
Pennsylvania,48.48939618668489
Pennsylvania,47.72803079851
Pennsylvania,47.77159724030872
Pennsylvania,47.44142830444536
Pennsylvania,51.05060356562779
Pennsylvania,40.10781032077938
Pennsylvania,36.47489433072598
Pennsylvania,57.0103339602519
Pennsylvania,44.88830403401813
Pennsylvania,47.25943904991333
Pennsylvania,53.97410411820472
Pennsylvania,51.29673737861858
Pennsylvania,45.36319417857093
Pennsylvania,44.42191108148404
Pennsylvania,54.39051547633327
Pennsylvania,45.66992769822999
Pennsylvania,60.34209617655608
Pennsylvania,47.4741328493497
Pennsylvania,53.725043436903775
Pennsylvania,45.65880279831299
Pennsylvania,47.448841036308266
Pennsylvania,50.383547565480505
Pennsylvania,47.93005573509191
Pennsylvania,46.31199816765609
Pennsylvania,55.19965850199938
Pennsylvania,51.344133424900456
Pennsylvania,48.95643374990589
Pennsylvania,59.30030259469388
Pennsylvania,47.68133094043946
Pennsylvania,45.3604805564695
Pennsylvania,64.78201510781274
Pennsylvania,53.06330854833634
